,ID,Метод сбора данных,Метка_Северен,Метка_Альянс,Телефон,Наименование компании,ИНН,Дата завершения интервью,MRF_МРФ,RF_Филиал РТК,Технология,TYPE_Макросегмент,SEGMENT_Сегмент,iNPS Лояльность провайдеру ШПД iU4,iNPS_OE,iSAT Удовлетворённость провайдером ШПД iU4,iTPSat1 Набор дополнительных услуг и опций   провайдера ШПД iU4,iTPSat2 Процесс подключения новых услуг провайдера ШПД iU5,iTPSat3 Оборудование провайдера ШПД iU6,iTPSat4 Сайт провайдера ШПД iU7,iTPSat5 Личный кабинет провайдера ШПД iU8,iTPSat6 Служба технической поддержки провайдера ШПД iU9,iTPSat7 Система выставления счетов  провайдера ШПД iU10,iTPSat8 Личный менеджер провайдера ШПД iU11,iTPSat9 Справочная служба провайдера ШПД iU12,iTPSat10 Офисы обслуживания  провайдера ШПД iU13,iTPSat11 Работа с претензиями провайдера ШПД iU14,iTPSat12 Тарифы  провайдера ШПД iU15,iTPSat13 Скорость Интернета  провайдера ШПД iU16,iTPSat14 Стабильность Интернета  провайдера ШПД iU17,iTPSat15 Реклама  провайдера ШПД iU18,iA1Sat1 Удовлетворённость Количеством доп. услуг и опций провайдера ШПД iU4,iA1Sat2 Удовлетворённость Понятностью предлагаемых услуг провайдера ШПД iU4,iA1Sat3 Удовлетворённость Стоимостью доп. услуг и опций провайдера ШПД iU4,iA1Sat4 Удовлетворённость Скидками на доп.услуги и опции провайдера ШПД iU4,iA1Sat5 Удовлетворённость Наличием пакетных предложений на доп.услуги и опции провайдера ШПД iU4,iA2Sat1 Удовлетворённость Удобством подключения провайдера ШПД iU4,iA2Sat2 Удовлетворённость Скоростью подключения провайдера ШПД iU4,iA2Sat3 Удовлетворённость Качеством подключения и настройки оборудования провайдера ШПД iU4,iA6Sat1 Удовлетворённость Простотой подачи обращения провайдера ШПД iU4,iA6Sat2 Удовлетворённость Удобством способов связи с техподдержкой провайдера ШПД iU4,iA6Sat3 Удовлетворённость Компетентностью специалистов провайдера ШПД iU4,iA6Sat4 Удовлетворённость Сроками решения вопросов провайдера ШПД iU4,iA6Sat5 Удовлетворённость Результатами работы по устранению неисправностей провайдера ШПД iU4,iA6Sat6 Удовлетворённость Информированием о статусе решения вопроса провайдера ШПД iU4,iA7Sat1 Удовлетворённость Понятностью счетов провайдера ШПД iU4,iA7Sat2 Удовлетворённость Своевременностью получения счетов провайдера ШПД iU4,iA7Sat4 Удовлетворённость Удобством получения счетов провайдера ШПД iU4,iA7Sat5 Удовлетворённость Возможностью получить отсрочку провайдера ШПД iU4,iA7Sat6 Удовлетворённость Корректностью  начислений в счетах провайдера ШПД iU4,iA10Sat1 Удовлетворённость Ррасположенияем и временем работы офиса провайдера ШПД iU4,iA10Sat2 Удовлетворённость Результативностью обращения в офис провайдера ШПД iU4,iA10Sat3 Удовлетворённость Скоростью решения вопроса или проблемы провайдера ШПД iU4,iA10Sat4 Удовлетворённость Компетентностью сотрудников офиса провайдера ШПД iU4,iA11Sat1 Удовлетворённость Простотой подачи претензий провайдера ШПД iU4,iA11Sat2 Удовлетворённость Сроками решения претензий провайдера ШПД iU4,iA11Sat3 Удовлетворённость Результатами работы по претензиям провайдера ШПД iU4,iA11Sat4 Удовлетворённость Удобством обращения к руководству провайдера при нерешённости претензии провайдера ШПД iU4,iA11Sat5 Удовлетворённость Решением вопроса с первого обращения без повторных обращений провайдера ШПД iU4,iA12Sat1 Удовлетворённость Соотношением цены и скорости провайдера ШПД iU4,iA12Sat2 Удовлетворённость Наличием выгодных для Вас тарифов провайдера ШПД iU4,iA12Sat3 Удовлетворённость Прозрачностью тарифов провайдера ШПД iU4,iA12Sat4 Удовлетворённость Наличием нескольких услуг на одном тарифе провайдера ШПД iU4,iA12Sat5 Удовлетворённость Наличием нужных услуг и сервисов в тарифах провайдера ШПД iU4,EQPT_Роутер или другое устройство для подключения к Интернет Вам предоставил провайдер?,CNCT_Установка и настройка роутера производилась специалистами провайдера?,REBT_Как часто в вашей компании приходится перезагружать роутер? ,ILT Срок жизни ШПД,IUsg1 Ваша компания обращалась к личному менеджеру для получения консультаций и справок по поводу тарифов и работы Интернета? ,"IUsg3 А для решения каких-либо проблем в работе Интернета, таких как низкая скорость, отсутствие Интернета? ",IUsg4 А по вопросам подключения дополнительных услуг? ,IUsg5 Ваша компания звонила в колл-центр для получения консультаций и справок по поводу тарифов и работы Интернета?,IUsg7 А по вопросам подключения дополнительных услуг?,IUsg8 Ваша компания звонила в колл-центр для решения технических проблем?,IUsg9 К Вам в офис приходили специалисты для устранения технических неполадок?,iARPU Сумма в месяц на ШПД,CompNum Кол-во сотрудников,CompAreac Сфера деятельности,RespTitle Должность респондента,"DM Лицо, принимавшиее решение о подключении ШПД",Age_Возраст респондента,Age_int Возраст респондента интервал,Gender Пол респондента,Оld_sample_Основная выборка,wt_Веса для расширенной выборки,wt_old_sample_Веса для основной выборки
6588,20200269476,CATI,,,78514591818,"ООО КОМПАНИЯ ""ЛЕРИ""",3005311090,17.11.2020,Юг,01402 Астраханский филиал,Медь,B2B,МСП,3,"чтоб интернет нормально работал часто виснет перебои погода обрыв кабеля по 2,3 дня сидели ,улучшить как то надо ладно было бы свои нужды, это работа и есть торги, представьте себе есть компании которые судиться",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,"0,32","0,57"
6589,20200273050,CATI,,,78655724789,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СТАВРОПОЛЬСКОГО КРАЯ"" АЛЕКСАНДРОВСКАЯ РАЙОННАЯ СТАНЦИЯ ПО БОРЬБЕ С БОЛЕЗНЯМИ ЖИВОТНЫХ""",2601008390,27.11.2020,Юг,01410 Ставропольский филиал,Медь,B2G,МСП,3,"у нас очень упала скорость,с лета и вес очень медленно стало работать , за счет скорости в организации много пользователей интернета скорость нужна, нет соединения  если медленная скорость и скорость работы программ допустим 1С тоже влияет , программа Меркурий онлайн и ГВЭ очень сложно работать долго все грузится",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,"0,98","0,71"
6590,20200273206,CATI,,,78655247681,"МКУ ""Культурно-Досуговый центр села Нины""",2619010946,03.11.2020,Юг,01410 Ставропольский филиал,Медь,B2G,МСП,3,провести оптоволкно,4.0,98.0,98.0,98.0,98.0,2.0,98.0,10.0,98.0,10.0,98.0,98.0,3.0,2.0,2.0,98.0,,,,,,,,,,,,,,,5.0,10.0,2.0,98.0,3.0,,,,,,,,,,2.0,2.0,99.0,2.0,5.0,,2.0,4.0,6.0,,,,1.0,2.0,1.0,2.0,2.0,1.0,98,98.0,3.0,43.0,4.0,1.0,1.0,"0,98","0,71"
6591,20200273396,CATI,,,78637320601,"ООО""ДЕКОРАТИВНЫЕ КУЛЬТУРЫ""",6127011269,16.11.2020,Юг,01408 Ростовский филиал,Медь,B2B,МСП,3,"Качество, скорость низкая.",5.0,98.0,98.0,8.0,0.0,0.0,98.0,98.0,98.0,98.0,3.0,98.0,5.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,98.0,98.0,98.0,0.0,,,,,,3.0,99.0,0.0,5.0,98.0,1.0,99.0,4.0,6.0,,,,,,,2.0,2.0,1.0,13,6.0,3.0,40.0,4.0,2.0,1.0,"1,02","0,69"
6592,20200274176,CATI,,,79614667555,ОСИПОВА АЛЬБИНА АШОТОВНА,262300199480,24.11.2020,Юг,01410 Ставропольский филиал,Оптика,B2B,МСП,3,"Качество подаваемой скорости интернета, оно скачет, прыгает. И цена, по документам помещение офисное, но я там проживаю, раньше был подключен другой провайдер, и я оплачивал, как за квартиру, а сейчас в 10 раз меньше получаю, и в 5 раз больше оплачиваю.",5.0,98.0,3.0,98.0,98.0,98.0,98.0,5.0,98.0,1.0,10.0,98.0,0.0,1.0,6.0,98.0,,,,,,8.0,5.0,8.0,,,,,,,8.0,5.0,5.0,5.0,7.0,8.0,8.0,4.0,8.0,,,,,,0.0,0.0,7.0,0.0,0.0,,99.0,2.0,4.0,,,,1.0,2.0,1.0,2.0,2.0,1.0,98,98.0,1.0,36.0,4.0,1.0,1.0,"1,09","0,69"
6593,20200276417,CATI,,,78616098597,МБДОУ Д/С № 9,2329009723,18.11.2020,Юг,01407 Краснодарский филиал,Медь,B2G,МСП,3,"Быстрота интернета, по пол дня сижу не могу отправить письма и посмотреть пришедшие письма, грузится по пол дня, время теряю. Хотелось бы лучше, но не получается.",0.0,98.0,98.0,0.0,98.0,0.0,98.0,10.0,98.0,98.0,98.0,98.0,10.0,0.0,0.0,10.0,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,0.0,10.0,10.0,10.0,10.0,2.0,1.0,4.0,6.0,,,,,,,2.0,2.0,1.0,12,98.0,1.0,59.0,6.0,2.0,1.0,"1,86","1,15"
6594,20200279615,CATI,,,78655345547,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ "" ДЕТСКИЙ САД № 26 """,2623013562,16.11.2020,Юг,01410 Ставропольский филиал,Медь,B2G,МСП,3,скорость интернета,3.0,98.0,98.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,9.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,99.0,99.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,99.0,1.0,2.0,2.0,12,10.0,3.0,36.0,4.0,2.0,1.0,"0,98","0,71"
6595,20200280109,CATI,,,79054813106,ИП КОНДРАТЬЕВА ВЕРА НИКОЛАЕВНА,301808992701,26.11.2020,Юг,01402 Астраханский филиал,Медь,B2B,МСП,3,"сильно дорого, я за месяц плачу 1970, ну так работает нормально, только бывают поломки, так же звоним, приезжают мастера все делают, единственное что дороговато а так все хорошо.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"0,32","0,57"
6596,20200280294,CATI,,,79272805495,ИП СУМБАЕВА НАДЕЖДА ГРИГОРЬЕВНА,300400934275,15.10.2020,Юг,01402 Астраханский филиал,Медь,B2B,МСП,3,Качество интернета улучшить,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1.0,"0,32","0,57"
6597,20200281712,CATI,,,78634833103,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД ""РУЧЕЕК""",6117010724,23.10.2020,Юг,01408 Ростовский филиал,Медь,B2G,МСП,3,"улучшить интернет,не именно сам интернет,а именно доставку,чтоб мы работали,не знаю что,проводной или спутниковый,именно улучшить поставку на интернет,все остальное нас устраивает",5.0,98.0,98.0,9.0,98.0,5.0,5.0,9.0,98.0,10.0,98.0,98.0,3.0,3.0,5.0,98.0,,,,,,,,,9.0,5.0,10.0,9.0,9.0,5.0,9.0,8.0,8.0,98.0,99.0,,,,,,,,,,3.0,5.0,8.0,8.0,99.0,1.0,1.0,2.0,6.0,,,,2.0,1.0,1.0,1.0,3.0,99.0,12,6.0,3.0,99.0,999.0,2.0,1.0,"1,02","0,69"
6598,20200282015,CATI,,,79054866029,ИП КОЛЕЗНЕВА ЛЮДМИЛА ГЕОРГИЕВНА,611400056588,03.11.2020,Юг,01408 Ростовский филиал,Медь,B2B,МСП,3,"Слабый интернет, не тянет совсем.",5.0,98.0,98.0,8.0,5.0,98.0,98.0,10.0,98.0,98.0,98.0,8.0,5.0,3.0,5.0,98.0,,,,,,,,,,,,,,,10.0,10.0,10.0,98.0,10.0,,,,,10.0,5.0,5.0,8.0,8.0,5.0,5.0,8.0,8.0,5.0,1.0,1.0,3.0,5.0,,,,,,,2.0,2.0,1.0,1,16.0,1.0,55.0,5.0,2.0,1.0,"1,02","0,69"
6599,20200282253,CATI,,,79081732277,СИНЕВА ЕЛЕНА АНАТОЛЬЕВНА (НЕЖИЛОЕ ПОМЕЩЕНИЕ),371600574160,16.11.2020,Юг,01408 Ростовский филиал,Оптика,B2B,МСП,3,"скорость интернета,пока нет что еще улучшить,скорость очень медленная,платим приличные деньги,а скорость медленная",3.0,98.0,98.0,9.0,98.0,10.0,4.0,10.0,98.0,98.0,4.0,4.0,3.0,1.0,3.0,98.0,,,,,,,,,98.0,10.0,9.0,9.0,10.0,99.0,10.0,10.0,10.0,98.0,10.0,3.0,5.0,5.0,5.0,4.0,99.0,99.0,5.0,5.0,3.0,3.0,5.0,9.0,5.0,2.0,1.0,2.0,6.0,,,,,,,2.0,2.0,1.0,6,5.0,2.0,49.0,5.0,2.0,1.0,"1,61","1,13"
6600,20200289091,CATI,,,79270701247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТРЕНД""",7728454852,25.11.2020,Юг,01402 Астраханский филиал,Оптика,B2B,МСП,3,"Все, вплоть от обслуживания до скорости.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,"0,42","0,73"
6601,20200289587,CATI,,,78634024543,"МБУ ДО ДЮСШ ""РАДУГА""",6130003740,23.10.2020,Юг,01408 Ростовский филиал,Медь,B2G,МСП,3,"Очень низкая скорость интернета и ник ничего мы не можем сделать. Если бы скорость была нормальная. Когда нормальная скорость, тогда работаем нормально. Долго открываются и загружаются документы.",5.0,98.0,98.0,8.0,98.0,99.0,9.0,9.0,98.0,9.0,98.0,98.0,4.0,3.0,2.0,98.0,,,,,,,,,8.0,5.0,10.0,10.0,8.0,10.0,10.0,8.0,10.0,2.0,9.0,,,,,,,,,,2.0,2.0,9.0,8.0,2.0,1.0,1.0,4.0,6.0,,,,99.0,1.0,1.0,1.0,2.0,2.0,98,98.0,3.0,49.0,5.0,2.0,1.0,"1,02","0,69"
6602,20200295907,CATI,,,79381068317,"ООО ""АГРОПРОМРОСТ-ЮГ""",6128009777,10.11.2020,Юг,01408 Ростовский филиал,Медь,B2B,МСП,3,"всё, начиная от качества связи до менеджерских услуг, до компетентности работников, много чего, скорость реагирования на некоторые вопросы, много чего улучшить",3.0,98.0,5.0,98.0,4.0,3.0,5.0,5.0,98.0,98.0,99.0,98.0,0.0,2.0,0.0,98.0,,,,,,5.0,8.0,8.0,6.0,8.0,8.0,0.0,98.0,6.0,5.0,4.0,8.0,98.0,5.0,2.0,4.0,4.0,4.0,,,,,,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,3.0,,,,,,,2.0,2.0,1.0,1,1.0,1.0,35.0,3.0,1.0,1.0,"1,02","0,69"
6603,20200297200,CATI,,,78637394231,МБУК ДК ЛЕТНИЦКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ,6127011710,27.11.2020,Юг,01408 Ростовский филиал,Оптика,B2G,МСП,3,качество связи у нас оставляет желать лучшего,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,"1,61","1,13"
6604,20200298613,CATI,,,78655552269,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АПАНАСЕНКИРАЙГАЗ""",2602003299,03.11.2020,Юг,01410 Ставропольский филиал,Оптика,B2B,МСП,3,"Во первых до них никогда не дозвонишься, а с роботом бессмысленно разговаривать. Лишь бы работало то, что есть.",6.0,98.0,98.0,98.0,98.0,98.0,8.0,98.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,98.0,,,,,,,,,2.0,2.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,1.0,99.0,6.0,,,,,,,2.0,999.0,2.0,98,98.0,3.0,99.0,999.0,1.0,1.0,"1,09","0,69"
6605,20200299320,CATI,,,79275131110,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО  ОБСЛУЖИВАНИЯ  ""БЫКОВСКИЙ  ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""",3402010389,19.10.2020,Юг,01403 Волгоградский филиал,Mix,B2G,МСП,3,"Скорость, стабильность",3.0,98.0,98.0,5.0,98.0,98.0,3.0,99.0,98.0,10.0,98.0,10.0,99.0,0.0,2.0,98.0,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,,,,,5.0,5.0,5.0,98.0,5.0,5.0,5.0,10.0,10.0,10.0,1.0,1.0,3.0,6.0,,,,2.0,2.0,1.0,1.0,2.0,3.0,98,7.0,2.0,26.0,3.0,1.0,1.0,"1,11","0,81"
6606,20200300449,CATI,,,78613071359,МБДОУ  Д/С № 4,2353014700,10.11.2020,Юг,01407 Краснодарский филиал,Медь,B2G,МСП,3,Скортсть интренета,3.0,98.0,98.0,98.0,98.0,8.0,10.0,10.0,98.0,10.0,98.0,98.0,3.0,3.0,8.0,98.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0,10.0,98.0,8.0,,,,,,,,,,2.0,98.0,3.0,98.0,98.0,,2.0,3.0,6.0,,,,2.0,2.0,1.0,1.0,2.0,2.0,12,98.0,3.0,37.0,4.0,2.0,1.0,"1,86","1,15"
6607,20200300505,CATI,,,78613396266,"МАДОУ Д/С № 25 ""ЕЛОЧКА""",2301041290,11.11.2020,Юг,01407 Краснодарский филиал,Медь,B2G,МСП,3,"наверно оборудование,потому что качество интернета остается на низком уровне.",3.0,98.0,98.0,2.0,8.0,98.0,10.0,10.0,98.0,10.0,98.0,8.0,10.0,2.0,2.0,98.0,,,,,,,,,5.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,98.0,10.0,,,,,98.0,98.0,98.0,98.0,98.0,2.0,98.0,10.0,98.0,98.0,2.0,2.0,4.0,6.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,12,98.0,1.0,42.0,4.0,2.0,1.0,"1,86","1,15"
6608,20200302749,CATI,,,78615533798,МБДОУ Д/С 7,2303010114,19.10.2020,Юг,01407 Краснодарский филиал,Медь,B2G,МСП,3,"улучшить скорость интернета ,а остальное все нормально",8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,99.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,12,98.0,3.0,40.0,4.0,2.0,1.0,"1,86","1,15"
6609,20200263423,CATI,,,79174260078,МБОУ СОШ С.НИЖНЕБАЛТАЧЕВО ТАТЫШЛИНСКОГО РАЙОНА РБ,243002225,30.11.2020,Волга,01306 Самарский филиал (Республика Башкортостан),Mix,B2G,МСП,3,"скорость медленная  очень, от погодынъх кдловий слон дождь",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,89","1,05"
6610,20200125810,CATI,,,73466469181,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА НИЖНЕВАРТОВСКА ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА ИМЕНИ ЮРИЯ ДМИТРИЕВИЧА КУЗНЕЦОВА""",8603087510,05.10.2020,Урал,01507 Ханты-Мансийский филиал,Оптика,B2G,МСП,2,"качество интернета, очень плохой интернет",2.0,98.0,2.0,5.0,98.0,98.0,6.0,9.0,10.0,8.0,9.0,10.0,10.0,2.0,2.0,9.0,,,,,,2.0,2.0,2.0,5.0,9.0,5.0,8.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,98.0,5.0,9.0,9.0,10.0,9.0,10.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12,6.0,3.0,33.0,3.0,2.0,1.0,"1,33","0,92"
6611,20200166133,CATI,,,79504276137,"ТПООО ""ФОРТУНА""",2405003300,26.11.2020,Сибирь,01606 Красноярский филиал,Медь,B2B,МСП,2,"скорость ну нажмешь и ждешь мин 2,3 чтоб картинка вышла",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"0,74",1
6612,20200231905,CATI,,,78466336575,ГБОУ СОШ ПОС.КИНЕЛЬСКИЙ,6350018647,02.12.2020,Волга,01306 Самарский филиал,Медь,B2G,МСП,2,"скорость потому что погодные условия и в школе нет интернета и многое другое, хотя проведено оптоволокно всят ноутбуки, скорти нет,у меня на телефоне теле2 и мегафон летают быстрее",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,87","1,15"
6613,20200015640,CATI,,,79107345990,ИП ЗИНОВКИН ДМИТРИЙ МИХАЙЛОВИЧ,320203415700,08.09.2020,Центр,01102 Брянский филиал,Оптика,B2B,МСП,2,"увеличить заявленную скорость , цена очень дорогая",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1.0,"1,39","1,35"
6614,20200025782,CATI,,,74732070375,"ООО ""СЕЛЬХОЗИНВЕСТ""",3662248640,30.11.2020,Центр,01105 Воронежский филиал,Оптика,B2B,МСП,2,лояльный подход к клиентам и снижение стоимости услуг.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"0,89","1,07"
6615,20200026335,CATI,,,79081495213,ИП ДЕРЖАВИН ИГОРЬ ВАСИЛЬЕВИЧ,366604942900,05.11.2020,Центр,01105 Воронежский филиал,Оптика,B2B,МСП,2,отношение к клиенту,4.0,5.0,6.0,5.0,2.0,98.0,5.0,98.0,2.0,5.0,98.0,2.0,0.0,4.0,8.0,3.0,1.0,6.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,3.0,8.0,2.0,4.0,0.0,,,,,,,,,,1.0,1.0,2.0,3.0,1.0,0.0,98.0,7.0,99.0,98.0,2.0,2.0,2.0,6.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,7,98.0,2.0,48.0,5.0,1.0,1.0,"0,89","1,07"
6616,20200027081,CATI,,,74736632132,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""БОГУЧАРСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ""",3603003945,06.11.2020,Центр,01105 Воронежский филиал,Оптика,B2G,МСП,2,провести новый интернет увеличить  скорость интернета хотя бы интересоваться  как работает  у нас интернет  чтобы работа  интернета  была лучше,2.0,98.0,98.0,0.0,98.0,98.0,98.0,10.0,98.0,98.0,98.0,98.0,0.0,1.0,0.0,98.0,,,,,,,,,,,,,,,10.0,10.0,10.0,98.0,10.0,,,,,,,,,,0.0,99.0,0.0,98.0,98.0,2.0,1.0,4.0,6.0,,,,,,,2.0,2.0,2.0,98,6.0,3.0,58.0,6.0,2.0,1.0,"0,89","1,07"
6617,20200028027,CATI,,,74739672531,МКУ ЕВСТРАТОВСКИЙ КДЦ,3627023482,30.11.2020,Центр,01105 Воронежский филиал,Медь,B2G,МСП,2,"плохая  связь , интернет не работает,  интернет  зависает",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,68","0,95"
6618,20200029143,CATI,,,79012852620,ИП КОМАРОВА КРИСТИНА ВАЛЕРЬЕВНА,370309858083,01.12.2020,Центр,01104 Филиал в Ивановской области,Оптика,B2B,МСП,2,"Качество связи. Цены очень не соответствуют качеству получаемых продуктов. Я как индивидуальный предприниматель плачу за тариф 1000 рублей в месяц, чтобы работала просто онлайн-карта, это не нормально. И качество, сама скорость просто плохая, очень плохое качество. Просто у меня нет времени сходить и поменять, я бы с удовольствием перешла на другого провайдера.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"1,62","1,94"
6619,20200031954,CATI,,,79997350181,ИП ВОЛКОВ М.И.,402314558753,06.11.2020,Центр,01106 Калужский филиал,Оптика,B2B,МСП,2,"постоянно зависает,не хватает скорости плачу бешеные деньги а вскорости нету , по 3 тысячи . руб в месяц , а скорости нету бешеной скорости тв зависает и  касса зависает, был бы другой провайдер давно бы поменял",4.0,2.0,98.0,2.0,98.0,10.0,2.0,8.0,98.0,10.0,98.0,98.0,2.0,2.0,3.0,10.0,2.0,5.0,5.0,5.0,5.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,10.0,8.0,10.0,98.0,10.0,,,,,,,,,,2.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,3,1.0,1.0,24.0,2.0,1.0,1.0,"0,9","1,36"
6620,20200034591,CATI,,,74842222694,"ГБУЗ КО ""КАЛУЖСКИЙ ОБЛАСТНОЙ ЦЕНТР МЕДИЦИНСКОЙ ПРОФИЛАКТИКИ""",4028022410,06.11.2020,Центр,01106 Калужский филиал,Оптика,B2G,МСП,2,"Скорость работы. Задействование, очень медленно, постоянно виснет.",5.0,98.0,98.0,6.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,5.0,5.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,6.0,,,,,,,2.0,999.0,2.0,7,6.0,3.0,40.0,4.0,2.0,1.0,"0,9","1,36"
6621,20200037414,CATI,,,74714023098,"МОУ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1Г.ЛЬГОВА ИМ В.Б.БЕССОНОВА",4613005140,05.10.2020,Центр,01107 Курский филиал,Оптика,B2G,МСП,2,Скорость правильно подавать которую записано,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,1.0,"0,63","1,22"
6622,20200038005,CATI,,,74712546604,"МБДОУ ""ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА"" №48",4629042980,18.09.2020,Центр,01107 Курский филиал,Медь,B2G,МСП,2,скорость  интернета,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,46","0,86"
